episode_id,name,role_detail,role_group_normalized
Fight_Club_End,Vas,Performed by,Music Department
Fight_Club_End,Cezame Argile,Performed by,Music Department
Fight_Club_End,Twentieth Century Fox Film Corporation,Courtesy of,Miscellaneous Companies
Fight_Club_End,"Narada Productions, Inc.",Courtesy of,Miscellaneous Companies
Fight_Club_End,Marc Ferrari/MasterSource,Courtesy of,Miscellaneous Companies
Fight_Club_End,Koka Media/Killer Tracks,Courtesy of,Miscellaneous Companies
Fight_Club_End,Franki Hulme,Written by,Composers
Fight_Club_End,Kenton Hulme,Written by,Composers
Fight_Club_End,John Wolfenden,Written by,Composers
Fight_Club_End,Mellie Steagall,Written by,Composers
Fight_Club_End,Junk Ferry,Performed by,Music Department
Fight_Club_End,M. Petrie,Written by,Composers
Fight_Club_End,K. Moo,Written by,Composers
Fight_Club_End,The Odditorium,Performed by,Music Department
Fight_Club_End,Hi-Ho Records,Courtesy of,Miscellaneous Companies
Fight_Club_End,Guy Moon,Music by,Composers
Fight_Club_End,Bob Garret,Lyric by,Composers
Fight_Club_End,Jeff Haskell,Arrangement by,Music Department
Fight_Club_End,Guy Moon,Produced by,Music Department
Fight_Club_End,"Kenneth ""Babyface"" Edmonds",Composed by,Composers
Fight_Club_End,Tom Waits,Written by,Composers
Fight_Club_End,Kathleen Brennan,Written by,Composers
Fight_Club_End,Tom Waits,Performed by,Music Department
Fight_Club_End,"Island Records, Inc.",Courtesy of,Miscellaneous Companies
Fight_Club_End,Universal Music Special Markets,Under License From,Miscellaneous Companies
Fight_Club_End,Leo Robin,Composed by,Composers
Fight_Club_End,Harry Warren,Composed by,Composers
Fight_Club_End,Marlene Dietrich,Performed by,Music Department
Fight_Club_End,Columbia Records,Courtesy of,Miscellaneous Companies
Fight_Club_End,Dory Previn,Theme From,Composers
Fight_Club_End,Andre Previn,Theme From,Composers
Fight_Club_End,Stephen Arnold,Composed by,Composers
Fight_Club_End,George Fenton,Written by,Composers
Fight_Club_End,John Leach,Written by,Composers
Fight_Club_End,Associated Production Music,Courtesy of,Miscellaneous Companies
Fight_Club_End,Black Francis,Written by,Composers
Fight_Club_End,The Pixies,Performed by,Music Department
Fight_Club_End,Elektra Entertainment Group/4AD,Courtesy of,Miscellaneous Companies
Fight_Club_End,Warner Special Products,By arrangement with,Miscellaneous Companies
Fight_Club_End,Raymond Bongiovanni,In memory of,Thanks
Fight_Club_End,P. Scott Makela,In memory of,Thanks
Fight_Club_End,Taurus Film,In association with,Production Companies
Fight_Club_End,Twentieth Century Fox,Produced and released by,Production Companies
Fight_Club_Opening,Fox 2000 Pictures,present,Production Companies
Fight_Club_Opening,Regency Enterprises,present,Production Companies
Fight_Club_Opening,Linson Films,production,Production Companies
Fight_Club_Opening,David Fincher,Film,Directors
Fight_Club_Opening,Helena Bonham Carter,,Cast
Fight_Club_Opening,MEAT LOAF,,Cast
Fight_Club_Opening,JARED LETO,,Cast
Fight_Club_Opening,ZACH GRENIER,,Cast
Fight_Club_Opening,HOLT MCCALLANY,,Cast
Fight_Club_Opening,EION BAILEY,,Cast
Fight_Club_Opening,Laray Mayfield,Casting by,Casting Directors
Fight_Club_Opening,Michael Kaplan,Costume Designer,Costume Designers
Fight_Club_Opening,Rob Bottin,Special Make-Up Effects Supervisor,Special Effects
Fight_Club_Opening,The Dust Brothers,Music by,Composers
Fight_Club_Opening,James Haygood,Film Editor,Editors
Fight_Club_Opening,Alex McDowell,Production Designer,Production Designers
Fight_Club_Opening,Jeff Cronenweth,Director of Photography,Cinematographers
Fight_Club_Opening,Art Linson,Produced by,Producers
Fight_Club_Opening,Cean Chaffin,Produced by,Producers
Fight_Club_Opening,Ross Grayson Bell,Produced by,Producers
Hill_Street_Blues_S01E13_End,STEVEN BOCHCO,Executive Producers,Producers
Hill_Street_Blues_S01E13_End,MICHAEL KOZOLL,Executive Producers,Producers
Hill_Street_Blues_S01E13_End,ANTHONY YERKOVICH,Story Editor,Writers
Hill_Street_Blues_S01E13_End,DAVID ANSPAUGH,Associate Producer,Producers
Hill_Street_Blues_S01E13_End,GEORGE DICKERSON,Swanson,Cast
Hill_Street_Blues_S01E13_End,IRENA DU BARRY,Rosa Calletano,Cast
Hill_Street_Blues_S01E13_End,LYNN WHITFIELD,Jill Thomas,Cast
Hill_Street_Blues_S01E13_End,GELA JACOBSON,Debbie Kaplan,Cast
Hill_Street_Blues_S01E13_End,ROBERT HIRSCHFELD,Leo,Cast
Hill_Street_Blues_S01E13_End,PHILIP G. SCHULTZ,Harvey,Cast
Hill_Street_Blues_S01E13_End,LISA LINDGREN,Cindy Spooner,Cast
Hill_Street_Blues_S01E13_End,JOHN BRANDON,Detective Walsh,Cast
Hill_Street_Blues_S01E13_End,MIKE POST,Music by,Composers
Hill_Street_Blues_S01E13_End,WILLIAM CRONJAGER,Director of Photography,Cinematographers
Hill_Street_Blues_S01E13_End,JEFFREY L. GOLDSTEIN,Art Director,Art Directors
Hill_Street_Blues_S01E13_End,TOM STEVENS,Editor,Editors
Hill_Street_Blues_S01E13_End,"JOSEPH H. TERRILL, A.C.E.",Editor,Editors
Hill_Street_Blues_S01E13_End,TED RICH,Post Production Supervisor,Additional Crew
Hill_Street_Blues_S01E13_End,CAROL HIMES,Production Manager,Production Managers
Hill_Street_Blues_S01E13_End,CAL F. NAYLOR,Unit Production Manager,Production Managers
Hill_Street_Blues_S01E13_End,PAUL DEASON,First Assistant Director,Second Unit Directors or Assistant Directors
Hill_Street_Blues_S01E13_End,SAM EPSTEIN,2nd Assistant Director,Second Unit Directors or Assistant Directors
Hill_Street_Blues_S01E13_End,GERI WINDSOR,Casting by,Casting Directors
Hill_Street_Blues_S01E13_End,JAMES G. CANE,Set Decorator,Set Decorators
Hill_Street_Blues_S01E13_End,"BOB HARRIS, JR.",Men's Costumer,Costume and Wardrobe Department
Hill_Street_Blues_S01E13_End,KAREN HUDSON,Women's Costumer,Costume and Wardrobe Department
Hill_Street_Blues_S01E13_End,BOB WESTMORELAND,Makeup Artist,Makeup Department
Hill_Street_Blues_S01E13_End,ELLEN POWELL,Hair Stylist,Makeup Department
Hill_Street_Blues_S01E13_End,ANDREW M. COSTIKYAN,Second Unit Photography,Second Unit Directors or Assistant Directors
Hill_Street_Blues_S01E13_End,"""FAST EDDIE""",Sound Mixer,Sound Department
Hill_Street_Blues_S01E13_End,WILLIE J. THOMPSON,Property Master,Art Department
Hill_Street_Blues_S01E13_End,SANDY NELSON,Script Supervisor,Script and Continuity Department
Hill_Street_Blues_S01E13_End,PAT GRANDE,Construction Coordinator,Art Department
Hill_Street_Blues_S01E13_End,DAVID PRICE,Transportation Captain,Transportation Department
Hill_Street_Blues_S01E13_End,MARY JO BALLERINI,Production Coordinator,Production Managers
Hill_Street_Blues_S01E13_End,BARTON J. OGBURN,Producer's Assistant,Additional Crew
Hill_Street_Blues_S01E13_End,DAVID LATT,Location Manager,Location Managers
Hill_Street_Blues_S01E13_End,PAT FENNELL,Camera Operator,Camera and Electrical Department
Hill_Street_Blues_S01E13_End,DAVE LEE,Electrical Gaffer,Camera and Electrical Department
Hill_Street_Blues_S01E13_End,EARL LINDER,Key Grip,Camera and Electrical Department
Hill_Street_Blues_S01E13_End,JESSE BREWER,Technical Advisor,Additional Crew
Hill_Street_Blues_S01E13_End,MARILYN FIEBELKORN,Assistants to the Producers,Additional Crew
Hill_Street_Blues_S01E13_End,TERRI S. REDMAN,Assistants to the Producers,Additional Crew
Hill_Street_Blues_S01E13_End,MELODY ROWLAND,Assistants to the Producers,Additional Crew
Hill_Street_Blues_S01E13_End,LAURA SINGER-WOLF,Assistant Editor,Editorial Department
Hill_Street_Blues_S01E13_End,GLEN GLENN SOUND,Re-Recording,Miscellaneous Companies
Hill_Street_Blues_S01E13_End,JOHN REITZ,Re-Recording,Sound Department
Hill_Street_Blues_S01E13_End,LA DA PRODUCTIONS,Music Editor,Miscellaneous Companies
Hill_Street_Blues_S01E13_End,ALLAN K. ROSEN,Music Editor,Music Department
Hill_Street_Blues_S01E13_End,JIM WEIDMAN,Music Editor,Music Department
Hill_Street_Blues_S01E13_End,HORTA EDITORIAL,Sound Editor,Miscellaneous Companies
Hill_Street_Blues_S01E13_End,SAM HORTA,Sound Editor,Sound Department
Hill_Street_Blues_S01E13_End,PANAVISION®,Camera and Lenses by,Miscellaneous Companies
Hill_Street_Blues_S01E13_End,ABBY SINGER,Executive in Charge of Production for MTM Enterprises,Producers
Hill_Street_Blues_S01E13_End,MODERN FILM EFFECTS,Titles & Optical Effects,Special Effects Companies
Hill_Street_Blues_S01E13_End,DELUXE,Color by,Miscellaneous Companies
Hill_Street_Blues_S01E13_Opening,DANIEL J. TRAVANTI,Starring,Cast
Hill_Street_Blues_S01E13_Opening,MICHAEL CONRAD,,Cast
Hill_Street_Blues_S01E13_Opening,MICHAEL WARREN,,Cast
Hill_Street_Blues_S01E13_Opening,BRUCE WEITZ,,Cast
Hill_Street_Blues_S01E13_Opening,JAMES B. SIKKING,,Cast
Hill_Street_Blues_S01E13_Opening,JOE SPANO,,Cast
Hill_Street_Blues_S01E13_Opening,BARBARA BOSSON,,Cast
Hill_Street_Blues_S01E13_Opening,TAUREAN BLACQUE,,Cast
Hill_Street_Blues_S01E13_Opening,KIEL MARTIN,,Cast
Hill_Street_Blues_S01E13_Opening,RENE ENRIQUEZ,,Cast
Hill_Street_Blues_S01E13_Opening,BETTY THOMAS,,Cast
Hill_Street_Blues_S01E13_Opening,Charles Haid,Renko,Cast
Hill_Street_Blues_S01E13_Opening,Veronica Hamel,Joyce Davenport,Cast
Hill_Street_Blues_S01E13_Opening,Michael Kozoll,Created by,Writers
Hill_Street_Blues_S01E13_Opening,Steven Bochco,Created by,Writers
Hill_Street_Blues_S01E13_Opening,Barbara Babcock,Guest Starring,Cast
Hill_Street_Blues_S01E13_Opening,Dan Hedaya,,Cast
Hill_Street_Blues_S01E13_Opening,Michael Tucker,,Cast
Hill_Street_Blues_S01E13_Opening,THOMAS CALLAWAY,,Cast
Hill_Street_Blues_S01E13_Opening,ALLEN CASE,,Cast
Hill_Street_Blues_S01E13_Opening,PETER WHITE,,Cast
Hill_Street_Blues_S01E13_Opening,ALAN RACHINS,Written by,Writers
Hill_Street_Blues_S01E13_Opening,GREGORY HOBLIT,Produced and Directed by,Directors
La_grande_bellezza,Programma MEDIA della Comunità Europea,una coproduzione Italia – Francia sviluppata con il sostegno del Programma MEDIA della Comunità Europea,Miscellaneous Companies
La_grande_bellezza,BANCA POPOLARE DI VICENZA,in associazione con,Miscellaneous Companies
La_grande_bellezza,EURIMAGES,con il supporto di,Miscellaneous Companies
La_grande_bellezza,Ministero per i Beni e le Attività Culturali Direzione Generale per il Cinema,con il contributo del Ministero per i Beni e le Attività Culturali Direzione Generale per il Cinema,Miscellaneous Companies
La_grande_bellezza,Regione Lazio Fondo Regionale per il Cinema e l'Audiovisivo,opera realizzata con il sostegno della Regione Lazio Fondo Regionale per il Cinema e l'Audiovisivo,Miscellaneous Companies
La_grande_bellezza,MEDIASET PREMIUM,in collaborazione con,Miscellaneous Companies
La_grande_bellezza,FRANCE TÉLÉVISIONS,con la partecipazione di,Miscellaneous Companies
La_grande_bellezza,Nicola Giuliano,prodotto da,Producers
La_grande_bellezza,Francesca Cima,prodotto da,Producers
La_grande_bellezza,Fabio Conversi,coprodotto da,Producers
La_grande_bellezza,Jérôme Seydoux,coprodotto da,Producers
La_grande_bellezza,Viola Prestieri,produttore esecutivo,Producers
La_grande_bellezza,Carlotta Calori,produttori associati,Producers
La_grande_bellezza,Guendalina Ponti,produttori associati,Producers
La_grande_bellezza,Romain Le Grand,produttori associati,Producers
La_grande_bellezza,Vivien Aslanian,produttori associati,Producers
La_grande_bellezza,Muriel Sauzay,produttori associati,Producers
La_grande_bellezza,Toni Servillo,,Cast
La_grande_bellezza,Carlo Verdone,,Cast
La_grande_bellezza,Sabrina Ferilli,,Cast
La_grande_bellezza,Carlo Buccirosso,,Cast
La_grande_bellezza,Iaia Forte,,Cast
La_grande_bellezza,Pamela Villoresi,,Cast
La_grande_bellezza,Galatea Ranzi,,Cast
La_grande_bellezza,Franco Graziosi,,Cast
La_grande_bellezza,Giorgio Pasotti,,Cast
La_grande_bellezza,Massimo Popolizio,,Cast
La_grande_bellezza,Sonia Gessner,,Cast
La_grande_bellezza,Anna Della Rosa,,Cast
La_grande_bellezza,Luca Marinelli,,Cast
La_grande_bellezza,Serena Grandi,,Cast
La_grande_bellezza,Ivan Franek,,Cast
La_grande_bellezza,Vernon Dobtcheff,,Cast
La_grande_bellezza,Dario Cantarelli,,Cast
La_grande_bellezza,Lillo Petrolo,,Cast
La_grande_bellezza,Luciano Virgilio,,Cast
La_grande_bellezza,Aldo Ralli,,Cast
La_grande_bellezza,Giusi Merli,,Cast
La_grande_bellezza,Giovanna Vignola,,Cast
La_grande_bellezza,Anita Kravos,,Cast
La_grande_bellezza,Ludovico Caldarera,,Cast
La_grande_bellezza,Marialaura Rondanini,,Cast
La_grande_bellezza,Francesca Golia,,Cast
La_grande_bellezza,Silvia Munguia,,Cast
La_grande_bellezza,Massimo De Francovich,con,Cast
La_grande_bellezza,Roberto Herlitzka,con,Cast
La_grande_bellezza,Isabella Ferrari,e con,Cast
La_grande_bellezza,Luca Bigazzi,direttore della fotografia,Cinematographers
La_grande_bellezza,Cristiano Travaglioli a.m.c.,montaggio,Editors
La_grande_bellezza,Lele Marchitelli,musiche,Composers
La_grande_bellezza,Edizioni Musicali Indigo Film,Edizioni Musicali Indigo Film,Miscellaneous Companies
La_grande_bellezza,Paolo Sorrentino,soggetto,Writers
La_grande_bellezza,Umberto Contarello,sceneggiatura,Writers
La_grande_bellezza,Stefania Cella,scenografia,Production Designers
La_grande_bellezza,Daniela Ciancio,costumi,Costume Designers
La_grande_bellezza,Silvia Moraes,montaggio del suono,Sound Department
La_grande_bellezza,Emanuele Cecere,suono,Sound Department
La_grande_bellezza,Maurizio Silvi,trucco,Makeup Department
La_grande_bellezza,Aldo Signoretti,acconciature,Makeup Department
La_grande_bellezza,Gennaro Formisano,organizzazione,Additional Crew
La_grande_bellezza,Stefano d'Avella,direzione amministrativa,Additional Crew
La_grande_bellezza,Davide Bertoni,aiuto regia,Second Unit Directors or Assistant Directors
La_grande_bellezza,Annamaria Sambuco,casting,Casting Directors
La_grande_bellezza,Rodolfo Migliari,supervisione effetti visivi,Visual Effects
La_grande_bellezza,Alberto Aguirre,Mariachi festa,Cast
La_grande_bellezza,Maria Rosaria Alati,Donna anziana botox,Cast
La_grande_bellezza,Francesca Amodio,Carmelina,Cast
La_grande_bellezza,Stefania Barca,Donna botox,Cast
La_grande_bellezza,Gabriela Belisario,Ragazza botox,Cast
La_grande_bellezza,Alessia Bellotto,Ammiratrice Jep,Cast
La_grande_bellezza,Concetta Buzzanca,Signora matrimonio,Cast
La_grande_bellezza,Gino Canini,Mariachi festa,Cast
La_grande_bellezza,Annalisa Capasa,Elisa De Santis,Cast
La_grande_bellezza,Roberta Cartocci,Guida turistica,Cast
La_grande_bellezza,Severino Cesari,Sebastiano Paf,Cast
La_grande_bellezza,Margherita Cornali,Donna “adoro”,Cast
La_grande_bellezza,Jamaica Corridori,Ballerina burlesque,Cast
La_grande_bellezza,Natalia De Maria,Cubista festa Jep,Cast
La_grande_bellezza,Carmelo Di Marco,Uomo jogging,Cast
La_grande_bellezza,Giulia Di Quillo,Donna coppia esibizionista,Cast
La_grande_bellezza,Giorgia Ferrero,Ammiratrice Jep,Cast
La_grande_bellezza,Melania Fiore,Infermiera pos,Cast
La_grande_bellezza,Lorenzo Gioielli,Uomo coppia esibizionista,Cast
La_grande_bellezza,Mayda Gonzales,Mariachi festa,Cast
La_grande_bellezza,Maria Lovetti,Contessa festa,Cast
La_grande_bellezza,Roberto Lumenti,trans,Cast
La_grande_bellezza,Agata Malyszko,Polina,Cast
La_grande_bellezza,Giulia Maulucci,Ammiratrice Jep,Cast
La_grande_bellezza,Paolo Mazzarelli,Attore fiction,Cast
La_grande_bellezza,Flavio Mieli,Jep giovane,Cast
La_grande_bellezza,Claudio Minutillo Turtur,Figlio Lillo,Cast
La_grande_bellezza,Daniele Pilli,Prete funerale,Cast
La_grande_bellezza,Monica Piseddu,Madre chiostro,Cast
La_grande_bellezza,Pedro Ramirez,Mariachi festa,Cast
La_grande_bellezza,Yoon Suck Ryul,Giapponese infartuato,Cast
La_grande_bellezza,Maura Rossi,Pazza bar,Cast
La_grande_bellezza,Massimo Santangelo,Autista pullman,Cast
La_grande_bellezza,Catarina Scalaprice,Ammiratrice Jep,Cast
La_grande_bellezza,Carlo Sorrentino,2° figlio Lillo,Cast
La_grande_bellezza,Elisabetta Ventura,Ballerina ventilatore,Cast
La_grande_bellezza,Sara Wakanayagi,Cantante giapponese,Cast
La_grande_bellezza,Cristina Aubry,La voce di Dadina è di,Cast
La_grande_bellezza,Studio PUNTOeVIRGOLA,Ufficio stampa,Miscellaneous Companies
La_grande_bellezza,Lara Luchetta,Ricerche e documentazione,Additional Crew
La_grande_bellezza,Samantha Natalucci,Segretaria di edizione,Script and Continuity Department
La_grande_bellezza,Giuseppe Di Gangi,Direttore di produzione,Production Managers
La_grande_bellezza,Raffaello Vignoli,Ispettore di produzione,Production Managers
La_grande_bellezza,Daniela Moramarco,Coordinatrice di produzione,Production Managers
La_grande_bellezza,Giuseppe Nardi,Location manager,Location Managers
La_grande_bellezza,Gianluca Tittoni,Location manager,Location Managers
La_grande_bellezza,Danilo Simotti,Assistenti location manager,Location Managers
La_grande_bellezza,Piernicola Pinnola,Assistenti location manager,Location Managers
La_grande_bellezza,Maurizio Porro,Segretari di produzione,Production Managers
La_grande_bellezza,Lorenzo Rossi Espagnet,Segretari di produzione,Production Managers
La_grande_bellezza,Alessandro Del Vecchio,Segretari di produzione,Production Managers
La_grande_bellezza,Nicola Scamarcio,Aiuti segr. di produzione,Production Managers
La_grande_bellezza,Lorenzo Distante,Aiuti segr. di produzione,Production Managers
La_grande_bellezza,Claudia Contento,Stagisti,Additional Crew
La_grande_bellezza,Giulia Odoradi,Stagisti,Additional Crew
La_grande_bellezza,Benedetta Barroero,Stagisti,Additional Crew
La_grande_bellezza,Zoe Giudice,Stagisti,Additional Crew
La_grande_bellezza,Maria Soledad Marchi,Stagisti,Additional Crew
La_grande_bellezza,Jacopo Bonvicini,II Aiuto regista,Second Unit Directors or Assistant Directors
La_grande_bellezza,Giorgio Servillo,III Aiuto regista,Second Unit Directors or Assistant Directors
La_grande_bellezza,Piero Messina,Assistenti alla regia,Second Unit Directors or Assistant Directors
La_grande_bellezza,Baladine Ardant-Conversi,Assistenti alla regia,Second Unit Directors or Assistant Directors
La_grande_bellezza,Giulio Cangiano,Assistenti alla regia,Second Unit Directors or Assistant Directors
La_grande_bellezza,Serena Lupo,Assistenti alla regia,Second Unit Directors or Assistant Directors
La_grande_bellezza,Lucilla Masucci,Assistenti alla regia,Second Unit Directors or Assistant Directors
La_grande_bellezza,Domenico De Feudis,Assistenti alla regia,Second Unit Directors or Assistant Directors
La_grande_bellezza,Andrea Armani,Assistenti alla regia,Second Unit Directors or Assistant Directors
La_grande_bellezza,Fabrizio Provinciali,Assistenti alla regia,Second Unit Directors or Assistant Directors
La_grande_bellezza,Manuela De Santis,Ass. casting,Casting Directors
La_grande_bellezza,Ardalan Nabavinejad,Street casting,Casting Directors
La_grande_bellezza,Auronda Scalera,Street casting,Casting Directors
La_grande_bellezza,Daria D'Antonio,Operatore II macchina-Fotografia II unità,Camera and Electrical Department
La_grande_bellezza,Alessandro Brambilla,Operatore Steadycam,Camera and Electrical Department
La_grande_bellezza,Salvatore Bognanni,Assistente operatore,Camera and Electrical Department
La_grande_bellezza,Paolo Cafiero,II assistente operatore,Camera and Electrical Department
La_grande_bellezza,Marco Maggi,Assistenti operatore aggiunti,Camera and Electrical Department
La_grande_bellezza,Rafael Jemeral,Assistenti operatore aggiunti,Camera and Electrical Department
La_grande_bellezza,Luan Amelio,Aiuti operatore,Camera and Electrical Department
La_grande_bellezza,Roberto Rinalduzzi,Video Assist,Camera and Electrical Department
La_grande_bellezza,Elisabetta Di Salvo,Stagista,Camera and Electrical Department
La_grande_bellezza,Alberto Meloni,Stagista,Camera and Electrical Department
La_grande_bellezza,Gianni Fiorito,Fotografo di scena,Art Department
La_grande_bellezza,Anna Fantini,Aiuto fotografo di scena,Art Department
La_grande_bellezza,Aldo Chessari,Operatore subacqueo,Camera and Electrical Department
La_grande_bellezza,Maurizio Cremisini,Assistente operatore subacqueo,Camera and Electrical Department
La_grande_bellezza,Simone Trecca,Aiuti operatori subacquei,Camera and Electrical Department
La_grande_bellezza,Emiliano Mambusi,Aiuti operatori subacquei,Camera and Electrical Department
La_grande_bellezza,Filippo Pichi,Coordinatore di postproduzione,Production Managers
La_grande_bellezza,Tommaso Gallone,Assistente al montaggio,Editorial Department
La_grande_bellezza,Francesco Di Stefano,II Assistente montaggio,Editorial Department
La_grande_bellezza,Ardalan Nabavinejad,Aiuto al montaggio,Editorial Department
La_grande_bellezza,Francesco Sabez,Microfonisti,Sound Department
La_grande_bellezza,Marco Saveriano,Microfonisti,Sound Department
La_grande_bellezza,Dario Calvari,Microfonisti,Sound Department
La_grande_bellezza,MDI Margutta Digital International,Montatore presa diretta,Sound Department
La_grande_bellezza,Alessandro Checcacci,Laboratorio di sonorizzazione,Sound Department
La_grande_bellezza,Fabio Curi,Fonico di mixage,Sound Department
La_grande_bellezza,Inhouse,Fonico di doppiaggio,Sound Department
La_grande_bellezza,Mirko Perri,Effetti sonori,Sound Department
La_grande_bellezza,Damiano Cesarini,Montaggio effetti sonori,Sound Department
La_grande_bellezza,Mauro Eusepi,Ass. montaggio effetti sonori,Sound Department
La_grande_bellezza,Matteo Bendinelli,Rumorista di sala,Sound Department
La_grande_bellezza,Ludovica Ferrario,Assistente scenografo,Art Department
La_grande_bellezza,Angela Panzironi,Assistenti arredatore,Art Department
La_grande_bellezza,Giulia Busnengo,Assistenti arredatore,Art Department
La_grande_bellezza,Anca Gabriela Rafan,Aiuto arredatore,Art Department
La_grande_bellezza,Francesca Esposito,Aiuto arredatore,Art Department
La_grande_bellezza,Cristina Vittoria Marazzi,Aiuti scenografo,Art Department
La_grande_bellezza,Rocco Ceraolo,Aiuti scenografo,Art Department
La_grande_bellezza,Massimo Avolio,Attrezzista,Art Department
La_grande_bellezza,Stefano Picciarelli,Attrezzista di preparazione,Art Department
La_grande_bellezza,Manuel Antonini,Aiuti attrezzista,Art Department
La_grande_bellezza,Alessandro Marangolo,Aiuti attrezzista,Art Department
La_grande_bellezza,Giorgio Barullo,Pittore di scena,Art Department
La_grande_bellezza,Fabio Galvagno,Manovali,Art Department
La_grande_bellezza,Angelo Spirito,Manovali,Art Department
La_grande_bellezza,Daniele Rossi Espagnet,Manovali,Art Department
La_grande_bellezza,Fabrizio Mucci,Manovali,Art Department
La_grande_bellezza,Stefano Barberi,Manovali,Art Department
La_grande_bellezza,Chiara Nobile,Assistenti costumista,Costume and Wardrobe Department
La_grande_bellezza,Luca Canfora,Assistenti costumista,Costume and Wardrobe Department
La_grande_bellezza,Olga Michalowska,Assistenti costumista,Costume and Wardrobe Department
La_grande_bellezza,Chiara Fabbri,Assistenti costumista,Costume and Wardrobe Department
La_grande_bellezza,Laura Maccarone,Assistenti costumista,Costume and Wardrobe Department
La_grande_bellezza,Eleonora Medolla,Aiuto costumista,Costume and Wardrobe Department
La_grande_bellezza,Sara Cavagnini,Aiuto costumista,Costume and Wardrobe Department
La_grande_bellezza,Flore Saunois,Stagiste,Costume and Wardrobe Department
La_grande_bellezza,Roberta Ciciani,Sarta di scena,Costume and Wardrobe Department
La_grande_bellezza,Giuseppina Dosa,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Sabrina Salvitti,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Carmelina D'Andrea,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Amelia Valentini,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Anna Sciotti,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Antonella Angelini,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Giovanna Paglia,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Clara Ferrazzini,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Rita Ciaramaglia,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Gradisca Sciotti,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Orietta Bodo,Sarte,Costume and Wardrobe Department
La_grande_bellezza,Matteo Silvi,Capo truccatore,Makeup Department
La_grande_bellezza,Rossella Gregorio,Truccatrice,Makeup Department
La_grande_bellezza,Donatella Podano,Aggiunti trucco,Makeup Department
La_grande_bellezza,Melissa Mazzocco,Aggiunti trucco,Makeup Department
La_grande_bellezza,Simona Ferri,Aggiunti trucco,Makeup Department
La_grande_bellezza,Lino Valentini,Aggiunti trucco,Makeup Department
La_grande_bellezza,Lidia Mini,Aggiunti trucco,Makeup Department
La_grande_bellezza,Patrizia Tofani,Aggiunti trucco,Makeup Department
La_grande_bellezza,Veronica Luongo,Aggiunti trucco,Makeup Department
La_grande_bellezza,Laura Angeletti,Aggiunti trucco,Makeup Department
La_grande_bellezza,Amel Ben Soltane,Aggiunti trucco,Makeup Department
La_grande_bellezza,Giorgiana Gregorini,Aggiunti trucco,Makeup Department
La_grande_bellezza,Marco Perna,Capo parrucchiere,Makeup Department
La_grande_bellezza,Peter Nicastro,Parrucchiere,Makeup Department
La_grande_bellezza,Claudia Bianchi,Parrucchiere,Makeup Department
La_grande_bellezza,Daniele Fiori,Parrucchiere,Makeup Department
La_grande_bellezza,Stefano Nigro,Parrucchiere,Makeup Department
La_grande_bellezza,Gianmarco Gaeta,Aggiunti parrucchieri,Makeup Department
La_grande_bellezza,Fabio Ligorio,Aggiunti parrucchieri,Makeup Department
La_grande_bellezza,Sharim Sabatini,Aggiunti parrucchieri,Makeup Department
La_grande_bellezza,Pasquale Valentini,Aggiunti parrucchieri,Makeup Department
La_grande_bellezza,Massimo Badiali,Aggiunti parrucchieri,Makeup Department
La_grande_bellezza,Stefania Petrini,Aggiunti parrucchieri,Makeup Department
La_grande_bellezza,Alessandro Saulini,Caposquadra elettricisti,Camera and Electrical Department
La_grande_bellezza,Fabio Policastro,Elettricisti,Camera and Electrical Department
La_grande_bellezza,Francesco Galli,Elettricisti,Camera and Electrical Department
La_grande_bellezza,Daniel Rizzoni,Elettricisti,Camera and Electrical Department
La_grande_bellezza,Michele Lacerenza,Elettricisti,Camera and Electrical Department
La_grande_bellezza,Fabio Rovoletto,Elettricisti,Camera and Electrical Department
La_grande_bellezza,Mauro Romor,Elettricisti,Camera and Electrical Department
La_grande_bellezza,Ali Darvish,Elettricisti,Camera and Electrical Department
La_grande_bellezza,Patrizio Marra,Caposquadra macchinisti,Camera and Electrical Department
La_grande_bellezza,Massimo Barbona,Macchinisti,Camera and Electrical Department
La_grande_bellezza,Cristiano Biagioli,Macchinisti,Camera and Electrical Department
La_grande_bellezza,Daniele Anzellotti,Macchinisti,Camera and Electrical Department
La_grande_bellezza,Cesare Pascarella,Macchinisti,Camera and Electrical Department
La_grande_bellezza,Danilo Marcelli,Macchinisti,Camera and Electrical Department
La_grande_bellezza,Stefano Valentintuzzi,Macchinisti,Camera and Electrical Department
La_grande_bellezza,Guido Mestre,Macchinisti,Camera and Electrical Department
La_grande_bellezza,Marco Francescon,Gruppista,Additional Crew
La_grande_bellezza,Roberto Nesi,Artisti,Additional Crew
La_grande_bellezza,Danilo Di Ruzza,Artisti,Additional Crew
La_grande_bellezza,Valentino De Simone,Artisti,Additional Crew
La_grande_bellezza,Giuliano Troiano,Artisti,Additional Crew
La_grande_bellezza,Carlo Nevola,Artisti,Additional Crew
