nome;is_person;role_detail;role_group;numero_episodio;dubbing_type;imdb_nconst;nome_corretto_imdb;imdb_action;codice_corretto_imdb_umano;nome_corretto_umano
Svetlana Novak;TRUE;Assistante de production;Production Managers;Amelie;;nm0636922;Svetlana Novak;A;;
Sylvie Bello;TRUE;Assistantes;Costume and Wardrobe Department;Amelie;;nm1222462;Sylvie Bello;A;;
Thierry Arfeuilleres;TRUE;l'homme statue;Cast;Amelie;;nm0034429;Thierry Arfeuillères;A;;
Thierry Delobel;TRUE;Graphistes compositing 'Dutruc';Visual Effects;Amelie;;nm0858034;Thierry Delobel;A;;
Thierry Gibault;TRUE;le client aux endives;Cast;Amelie;;nm0316441;Thierry Gibault;A;;
Thierry Reymonenq;TRUE;;Special Effects;Amelie;;nm1053119;Thierry Reymonenq;A;;
Thierry Tronchet;TRUE;Assistée de;Camera and Electrical Department;Amelie;;nm0873504;Thierry Tronchet;A;;
Thomas Parnet;TRUE;Stagiaires;Additional Crew;Amelie;;nm0663220;Thomas Parnet;A;;
Thomas Sidopoulos;TRUE;Renfort;Camera and Electrical Department;Amelie;;nm0796672;Thomas Sidopoulos;A;;
Thorsten Sabel;TRUE;Assistants décorateurs;Art Department;Amelie;;nm1015543;Thorsten Sabel;A;;
Ticky Holgado;TRUE;avec la participation de;Cast;Amelie;;nm0390458;Ticky Holgado;A;;
Tim Liehr;TRUE;Machinistes;Camera and Electrical Department;Amelie;;nm1638922;Tim Liehr;A;;
Timo Von Burgsdorf;TRUE;Électriciens;Camera and Electrical Department;Amelie;;nm1222178;Timo von Burgsdorf;A;;
Torsten Schneider;TRUE;Stagiaires;Additional Crew;Amelie;;nm1221770;Torsten Schneider;A;;
Urbain Cancelier;TRUE;;Cast;Amelie;;nm0133636;Urbain Cancelier;A;;
Véronique Elise;TRUE;Assistantes;Costume and Wardrobe Department;Amelie;;nm1222789;Véronique Élise;A;;
Véronique Lambert de Guise;TRUE;Documentaliste;Additional Crew;Amelie;;nm2410264;Véronique Lambert de Guise;A;;
VÉRONIQUE BOITOUT;TRUE;Coiffure;Makeup Department;Amelie;;nm0092439;Véronique Boitout;A;;
Valériane de Villeneuve;TRUE;la femme qui rit;Cast;Amelie;;nm0212157;Valériane de Villeneuve;A;;
Valérie Espagne;TRUE;Enfants;Casting Directors;Amelie;;nm0260766;Valérie Espagne;A;;
Valérie Zarrouk;TRUE;Dominique Bredoteau femme;Cast;Amelie;;nm0953594;Valérie Zarrouk;A;;
Vesna Estord;TRUE;Renforts maquillage;Makeup Department;Amelie;;nm1202578;Vesna Estord;A;;
VINCENT ARNARDI;TRUE;Mixage;Sound Department;Amelie;;nm0003399;Vincent Arnardi;A;;
Virginie Duranteau;TRUE;Renforts coiffure;Makeup Department;Amelie;;nm0243909;Virginie Duranteau;A;;
Vlasta Kostic;TRUE;Électriciens;Camera and Electrical Department;Amelie;;nm1221083;Vlasta Kostic;A;;
Xavier Fourmond;TRUE;Chef de projet compositing;Visual Effects;Amelie;;nm0288435;Xavier Fourmond;A;;
Yann Gonsard;TRUE;Assistés de;Visual Effects;Amelie;;nm1769078;Yann Gonsard;A;;
Yann Malcor;TRUE;Prémontage archives;Editorial Department;Amelie;;nm0539156;Yann Malcor;A;;
YANN TIERSEN;TRUE;Musique;Composers;Amelie;;nm0862961;Yann Tiersen;A;;
Yann Tiersen;TRUE;Tous les morceaux sont composés & interprétés par;Composers;Amelie;;nm0862961;Yann Tiersen;A;;
Yolande Moreau;TRUE;;Cast;Amelie;;nm0603446;Yolande Moreau;A;;
Yvan Lucas;TRUE;Consultant couleur;Editorial Department;Amelie;;nm0524313;Yvan Lucas;A;;
Yves Kohen;TRUE;Électriciens;Camera and Electrical Department;Amelie;;nm0463196;Yves Kohen;A;;
ABIGAIL ABBUEHL;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3988331;Abigail Abbuehl;A;;
AIRTO MOREIRA;TRUE;Music Production Assistance;Music Department;Apocalypse Now;;nm0603500;Airto Moreira;A;;
ALEX TAVOULARIS;TRUE;Production Illustrators;Art Department;Apocalypse Now;;nm0851789;Alex Tavoularis;A;;
ALFREDO MARCHETTI;TRUE;Key Grip;Camera and Electrical Department;Apocalypse Now;;nm0545558;Alfredo Marchetti;A;;
ANAHID NAZARIAN;TRUE;Archivists;Additional Crew;Apocalypse Now;;nm0623355;Anahid Nazarian;A;;
ARTHUR COBURN;TRUE;Assistant Film Editors;Editorial Department;Apocalypse Now;;nm0167986;Arthur Coburn;A;;
AURORE CLEMENT;TRUE;Roxanne Sarrault;Cast;Apocalypse Now;;nm0167467;Aurore Clément;A;;
AURORE CLEMENT;TRUE;;Cast;Apocalypse Now;;nm0167467;Aurore Clément;A;;
BARBARA ELLIS;TRUE;Apprentice Sound Editors;Sound Department;Apocalypse Now;;nm0254713;Barbara Ellis;A;;
BARBARA MARKS;TRUE;Post Production Coordinators;Additional Crew;Apocalypse Now;;nm0548772;Barbara Marks;A;;
BARBARA McBANE;TRUE;Assistant Sound Editors;Sound Department;Apocalypse Now;;nm0564237;Barbara McBane;A;;
BO BYERS;TRUE;Sergeant MP #1;Cast;Apocalypse Now;;nm0125793;Bo Byers;A;;
BRETT DICKER;TRUE;Foreign Publicity Coordinator;Additional Crew;Apocalypse Now;;nm0225369;Brett Dicker;A;;
BRIAN WILSON;TRUE;"""SURFIN' SAFARI"" By";Composers;Apocalypse Now;;nm0933092;Brian Wilson;A;;
CALEB DESCHANEL;TRUE;Insert Director of Photography;Cinematographers;Apocalypse Now;;nm0221042;Caleb Deschanel;A;;
CARMINE COPPOLA;TRUE;Music by;Composers;Apocalypse Now;;nm0178874;Carmine Coppola;A;;
CHARLES E. JAMES;TRUE;Costume Supervisor;Costume and Wardrobe Department;Apocalypse Now;;nm0416353;Charles E. James;A;;
CHAS GERRETSEN;TRUE;Still Photographers;Camera and Electrical Department;Apocalypse Now;;nm0314734;Chas Gerretsen;A;;
CHRISTIAN MARQUAND;TRUE;Hubert DeMarais;Cast;Apocalypse Now;;nm0549650;Christian Marquand;A;;
CHRISTIAN MARQUAND;TRUE;;Cast;Apocalypse Now;;nm0549650;Christian Marquand;A;;
CHRISTOPHER NEDDERSON;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3987661;Christopher Nedderson;A;;
CHRYSTEL LE PELLETIER;TRUE;Claudine;Cast;Apocalypse Now;;nm1021808;Chrystel Le Pelletier;A;;
CHUCK WATERS;TRUE;Stuntmen;Stunts;Apocalypse Now;;nm0914048;Chuck Waters;A;;
COLIN MICHAEL KITCHENS;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm0457671;Colin Michael Kitchens;A;;
COLLEEN CAMP;TRUE;Playmate;Cast;Apocalypse Now;;nm0131974;Colleen Camp;A;;
COLLEEN CAMP;TRUE;;Cast;Apocalypse Now;;nm0131974;Colleen Camp;A;;
DAIN FRITZ;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3987747;Dain Fritz;A;;
DALE HAWKINS;TRUE;"""SUZIE Q"" By";Composers;Apocalypse Now;;nm2175556;Dale Hawkins;A;;
DALE STRUMPELL;TRUE;Re-Recordists;Sound Department;Apocalypse Now;;nm0835330;Dale Strumpell;A;;
DAMIEN LEAKE;TRUE;Machine Gunner;Cast;Apocalypse Now;;nm0495023;Damien Leake;A;;
DANIEL KIEWIT;TRUE;Major from New Jersey;Cast;Apocalypse Now;;nm0452681;Daniel Kiewit;A;;
DAVID RUBINSON;TRUE;Music Produced by;Music Department;Apocalypse Now;;nm0748247;David Rubinson;A;;
DAVID ST. ANA;TRUE;Special Effects Men;Special Effects;Apocalypse Now;;nm0820408;David St. Ana;A;;
DAVID WIRT;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3987476;David Wirt;A;;
DEAN TAVOULARIS;TRUE;Production Designer;Production Designers;Apocalypse Now;;nm0851790;Dean Tavoularis;A;;
DEBORAH FINE;TRUE;U.S. Production Liaison and Research;Additional Crew;Apocalypse Now;;nm0277601;Deborah Fine;A;;
DENISE COONEY;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3987648;Denise Cooney;A;;
DENNIS GASSNER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm0309357;Dennis Gassner;A;;
DENNIS HOLLIS;TRUE;Transportation Coordinators;Transportation Department;Apocalypse Now;;nm0391186;Dennis Hollis;A;;
DENNIS HOPPER;TRUE;Photo Journalist;Cast;Apocalypse Now;;nm0000454;Dennis Hopper;A;;
DENNIS HOPPER;TRUE;and;Cast;Apocalypse Now;;nm0000454;Dennis Hopper;A;;
DENNIS JAKOB;TRUE;Creative Consultant;Additional Crew;Apocalypse Now;;nm0415911;Dennis Jakob;A;;
DENNIS JUBAN;TRUE;Philippine Military Liaison;Additional Crew;Apocalypse Now;;nm0431781;Dennis Juban;A;;
DICK WHITE;TRUE;Military Advisors;Additional Crew;Apocalypse Now;;nm0924715;Dick White;A;;
DICK WHITE;TRUE;Aerial Coordinators;Camera and Electrical Department;Apocalypse Now;;nm0924715;Dick White;A;;
DOUG RYAN;TRUE;Military Advisors;Additional Crew;Apocalypse Now;;nm0752517;Doug Ryan;A;;
DOUGLAS CROSS;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3988023;Douglas Cross;A;;
ED GOLDFARB;TRUE;Music Arrangement;Music Department;Apocalypse Now;;nm1385210;Ed Goldfarb;A;;
EDDIE AYAY;TRUE;Special Effects Men;Special Effects;Apocalypse Now;;nm0043683;Eddie Ayay;A;;
EDDIE ROMERO;TRUE;Hemisphere Productions;Producers;Apocalypse Now;;nm0739388;Eddie Romero;A;;
EFREN LAPID;TRUE;Camera Assistants;Camera and Electrical Department;Apocalypse Now;;nm0487495;Efren Lapid;A;;
ENRICO UMETELLI;TRUE;Camera Operator;Camera and Electrical Department;Apocalypse Now;;nm0880866;Enrico Umetelli;A;;
ERNST GOLDSCHMIDT;TRUE;Foreign Producer's Representative;Sales Representatives / ISA;Apocalypse Now;;nm0326014;Ernst Goldschmidt;A;;
ETHAN DERNER;TRUE;Assistant Sound Editors;Sound Department;Apocalypse Now;;nm0220475;Ethan Derner;A;;
EVERETT MOORE;TRUE;Apprentice Sound Editor;Sound Department;Apocalypse Now;;nm0601201;Everett Moore;A;;
FATHER ELIAS;TRUE;Catholic Priest;Cast;Apocalypse Now;;nm0268846;Father Elias;A;;
FRANCESCA RIVIERE;TRUE;U.S. Production Secretary;Additional Crew;Apocalypse Now;;nm0729663;Francesca Riviere;A;;
FRANCIS FORD COPPOLA;TRUE;Directed by;Directors;Apocalypse Now;;nm0000338;Francis Ford Coppola;A;;
FRANCIS FORD COPPOLA;TRUE;Produced by;Producers;Apocalypse Now;;nm0000338;Francis Ford Coppola;A;;
FRANCIS FORD COPPOLA;TRUE;Produced by;Producers;Apocalypse Now;;nm0000338;Francis Ford Coppola;A;;
FRANCIS FORD COPPOLA;TRUE;Written by;Writers;Apocalypse Now;;nm0000338;Francis Ford Coppola;A;;
FRED C. BLAU JR.;TRUE;Makeup;Makeup Department;Apocalypse Now;;nm0087865;Fred C. Blau Jr.;A;;
FRED ROOS;TRUE;Co-Produced by;Producers;Apocalypse Now;;nm0740407;Fred Roos;A;;
GABE SUMNER;TRUE;Campaign Coordinator;Additional Crew;Apocalypse Now;;nm0838874;Gabe Sumner;A;;
GARY FETTIS;TRUE;Leadman;Art Department;Apocalypse Now;;nm0275361;Gary Fettis;A;;
GEORGE BERNDT;TRUE;ADR Editor;Sound Department;Apocalypse Now;;nm0076625;George Berndt;A;;
GEORGE CANTERO;TRUE;Soldier with Suitcase;Cast;Apocalypse Now;;nm0134548;George Cantero;A;;
GEORGE R. NELSON;TRUE;Set Decorator;Set Decorators;Apocalypse Now;;nm0625388;George R. Nelson;A;;
GERALD B. GREENBERG;TRUE;Editors;Editors;Apocalypse Now;;nm0338513;Gerald B. Greenberg;A;;
GILBERT RENKENS;TRUE;French Soldier #2;Cast;Apocalypse Now;;nm1022102;Gilbert Renkens;A;;
GIUSEPPE ALBERTI;TRUE;Camera Assistants;Camera and Electrical Department;Apocalypse Now;;nm0016644;Giuseppe Alberti;A;;
GLENN KASPRZYCKI;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now;;nm1554287;Glenn Kasprzycki;A;;
GLENN WALKEN;TRUE;Lt. Carlsen;Cast;Apocalypse Now;;nm0907468;Glenn Walken;A;;
GREG ERRICO;TRUE;;Music Department;Apocalypse Now;;nm0259803;Greg Errico;A;;
GWEN M. LUCAS;TRUE;Assistant Production Controller;Additional Crew;Apocalypse Now;;nm0524145;Gwen M. Lucas;A;;
HERB RICE;TRUE;Roach;Cast;Apocalypse Now;;nm0723439;Herb Rice;A;;
HIRO NARITA;TRUE;Insert Camera Operator;Camera and Electrical Department;Apocalypse Now;;nm0005812;Hiro Narita;A;;
IRWIN YABLANS;TRUE;U.S. & Canadian Producer's Representative;Sales Representatives / ISA;Apocalypse Now;;nm0944748;Irwin Yablans;A;;
JACK ENGLISH;TRUE;Location Coordinator;Location Managers;Apocalypse Now;;nm0257629;Jack English;A;;
JACK FRITZ;TRUE;Executive Assistants;Additional Crew;Apocalypse Now;;nm0296035;Jack Fritz;A;;
JACK THIBEAU;TRUE;Soldier in Trench;Cast;Apocalypse Now;;nm0857806;Jack Thibeau;A;;
JACK YOUNG;TRUE;Makeup;Makeup Department;Apocalypse Now;;nm11760435;Jack Young;A;;
JAY BOEKELHEIDE;TRUE;Assistant Film Editors;Editorial Department;Apocalypse Now;;nm0091249;Jay Boekelheide;A;;
JEAN A. AUTREY;TRUE;Production Controller;Additional Crew;Apocalypse Now;;nm0042637;Jean A. Autrey;A;;
JEPHREY HETZ;TRUE;Apprentice Sound Editors;Sound Department;Apocalypse Now;;nm0381794;Jephrey Hetz;A;;
JEREMY MOLOD;TRUE;Foley Editor;Sound Department;Apocalypse Now;;nm0597199;Jeremy Molod;A;;
JERRY ROSS;TRUE;Assistant Film Editors;Editorial Department;Apocalypse Now;;nm0743512;Jerry Ross;A;;
JERRY ZIESMER;TRUE;Civilian;Cast;Apocalypse Now;;nm0956310;Jerry Ziesmer;A;;
JERRY ZIESMER;TRUE;Assistant Director;Second Unit Directors or Assistant Directors;Apocalypse Now;;nm0956310;Jerry Ziesmer;A;;
JIM LOVELESS;TRUE;;Music Department;Apocalypse Now;;nm0998655;Jim Loveless;A;;
JOANNE D'ANTONIO;TRUE;Dialogue Editors;Sound Department;Apocalypse Now;;nm0195364;Joanne D'Antonio;A;;
JOE BENOIT;TRUE;Opticals by;Visual Effects;Apocalypse Now;;nm1808808;Joe Benoit;A;;
JOE FINNEGAN;TRUE;Stuntmen;Stunts;Apocalypse Now;;nm0278200;Joe Finnegan;A;;
JOHN ADDINGTON;TRUE;Fixed Wing Pilot;Additional Crew;Apocalypse Now;;nm0011672;John Addington;A;;
JOHN FRASER;TRUE;Special Effects Men;Special Effects;Apocalypse Now;;nm0292162;John Fraser;A;;
JOHN MILIUS;TRUE;Written by;Writers;Apocalypse Now;;nm0587518;John Milius;A;;
JOHN NUTT;TRUE;Dialogue Editors;Sound Department;Apocalypse Now;;nm0638340;John Nutt;A;;
JORDAN AMARANTHA;TRUE;;Music Department;Apocalypse Now;;nm0024029;Jordan Amarantha;A;;
KAREN FRERICHS;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm1114003;Karen Frerichs;A;;
KERRY ROSSALL;TRUE;Mike from San Diego;Cast;Apocalypse Now;;nm0743953;Kerry Rossall;A;;
KIM AUBRY;TRUE;Produced by;Producers;Apocalypse Now;;nm0041447;Kim Aubry;A;;
LARRY CARNEY;TRUE;Sergeant MP #2;Cast;Apocalypse Now;;nm0138816;Larry Carney;A;;
LARRY CARNEY;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm0138816;Larry Carney;A;;
LARRY ROVETTI;TRUE;Supervising Color Technicians;Additional Crew;Apocalypse Now;;nm0746311;Larry Rovetti;A;;
LEE BEAUPRE;TRUE;Marketing Director;Additional Crew;Apocalypse Now;;nm0064660;Lee Beaupre;A;;
LEON CHOOLUCK;TRUE;Production Managers;Production Managers;Apocalypse Now;;nm0159124;Leon Chooluck;A;;
LES WIGGINS;TRUE;Sound Editors;Sound Department;Apocalypse Now;;nm0927796;Les Wiggins;A;;
LESLIE HODGSON;TRUE;Sound Editors;Sound Department;Apocalypse Now;;nm0388278;Leslie Hodgson;A;;
LESLIE SHATZ;TRUE;Dialogue Editors;Sound Department;Apocalypse Now;;nm0789458;Leslie Shatz;A;;
LISA FRUCHTMAN;TRUE;Editors;Editors;Apocalypse Now;;nm0296636;Lisa Fruchtman;A;;
LLOYD KIND;TRUE;Production Assistants;Additional Crew;Apocalypse Now;;nm0454234;Lloyd Kind;A;;
LOUIS BENIOFF;TRUE;Apprentice Sound Editors;Sound Department;Apocalypse Now;;nm0071197;Louis Benioff;A;;
LUCIANO GALLI;TRUE;Gaffer;Camera and Electrical Department;Apocalypse Now;;nm0302861;Luciano Galli;A;;
LUSTER BAYLESS;TRUE;Costumers;Costume and Wardrobe Department;Apocalypse Now;;nm0063037;Luster Bayless;A;;
MADELINE LEE WERNER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3987826;Madeline Lee Werner;A;;
MARC COPPOLA;TRUE;AFRS Announcer;Cast;Apocalypse Now;;nm0178898;Marc Coppola;A;;
MARIO CARMONA;TRUE;Special Effects Men;Special Effects;Apocalypse Now;;nm0138566;Mario Carmona;A;;
MARK BERGER;TRUE;Re-Recordists;Sound Department;Apocalypse Now;;nm0074281;Mark Berger;A;;
MARLON BRANDO;TRUE;Colonel Kurtz;Cast;Apocalypse Now;;nm0000008;Marlon Brando;A;;
MARLON BRANDO;TRUE;;Cast;Apocalypse Now;;nm0000008;Marlon Brando;A;;
MARTIN SHEEN;TRUE;Captain Willard;Cast;Apocalypse Now;;nm0000640;Martin Sheen;A;;
MARTIN SHEEN;TRUE;;Cast;Apocalypse Now;;nm0000640;Martin Sheen;A;;
MATT TOMICH;TRUE;Production Assistants;Additional Crew;Apocalypse Now;;nm0866668;Matt Tomich;A;;
MATT TOMICH;TRUE;Assistant Property Masters;Art Department;Apocalypse Now;;nm0866668;Matt Tomich;A;;
MELISSA MATHISON;TRUE;Executive Assistants;Additional Crew;Apocalypse Now;;nm0558953;Melissa Mathison;A;;
MICHAEL HERR;TRUE;Narration by;Writers;Apocalypse Now;;nm0380282;Michael Herr;A;;
MICHAEL HINTON;TRUE;Music Production Assistance;Music Department;Apocalypse Now;;nm1777021;Michael Hinton;A;;
MICHAEL JACOBI;TRUE;First Assistant Film Editor;Editorial Department;Apocalypse Now;;nm0414281;Michael Jacobi;A;;
MICHAEL KIRCHBERGER;TRUE;Assistant Film Editors;Editorial Department;Apocalypse Now;;nm0456253;Michael Kirchberger;A;;
MICHAEL KIRCHBERGER;TRUE;Supervising Sound Editor;Sound Department;Apocalypse Now;;nm0456253;Michael Kirchberger;A;;
MICHAEL POPSO;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3988096;Michael Popso;A;;
MICHEL PITTON;TRUE;Philippe DeMarais;Cast;Apocalypse Now;;nm0685977;Michel Pitton;A;;
MICKEY HART;TRUE;Percussion Based Score for Added Scenes by;Composers;Apocalypse Now;;nm0366449;Mickey Hart;A;;
MICKEY HART;TRUE;Percussion Based Score;Composers;Apocalypse Now;;nm0366449;Mickey Hart;A;;
MIKE LOVE;TRUE;"""SURFIN' SAFARI"" By";Composers;Apocalypse Now;;nm0522385;Mike Love;A;;
MO HENRY;TRUE;Negative Cutter;Editorial Department;Apocalypse Now;;nm0377948;Mo Henry;A;;
MONA SKAGER;TRUE;Associate Producer;Producers;Apocalypse Now;;nm0803752;Mona Skager;A;;
NATHAN BOXER;TRUE;Production Recordists;Sound Department;Apocalypse Now;;nm0101537;Nathan Boxer;A;;
NINA WAX;TRUE;Assistant Sound Editors;Sound Department;Apocalypse Now;;nm0915374;Nina Wax;A;;
NORMAN WEBSTER;TRUE;Production Accountant;Additional Crew;Apocalypse Now;;nm0916982;Norman Webster;A;;
NYLE STEINER;TRUE;Synthesists;Music Department;Apocalypse Now;;nm0825979;Nyle Steiner;A;;
PAT JACKSON;TRUE;Sound Editors;Sound Department;Apocalypse Now;;nm0413913;Pat Jackson;A;;
PATTI CLAYBOURNE;TRUE;Production Assistants;Additional Crew;Apocalypse Now;;nm0165603;Patti Claybourne;A;;
PAUL BROUCEK;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm0112633;Paul Broucek;A;;
PETE COOPER;TRUE;Marine Coordinators;Additional Crew;Apocalypse Now;;nm0178301;Pete Cooper;A;;
PETE HORNER;TRUE;Sound Editor;Sound Department;Apocalypse Now;;nm0395127;Pete Horner;A;;
PHIL LESH;TRUE;;Music Department;Apocalypse Now;;nm0503943;Phil Lesh;A;;
PHIL RADCLIFFE;TRUE;Production Assistants;Additional Crew;Apocalypse Now;;nm0705372;Phil Radcliffe;A;;
PIERO SERVO;TRUE;2nd Unit Cameraman;Camera and Electrical Department;Apocalypse Now;;nm0785860;Piero Servo;A;;
RANDY HANSEN;TRUE;E.V.I. Soloist Guitarist;Music Department;Apocalypse Now;;nm0361056;Randy Hansen;A;;
RANDY THOM;TRUE;Post Production Recordist;Sound Department;Apocalypse Now;;nm0858378;Randy Thom;A;;
RICHARD BEGGS;TRUE;Synthesists;Music Department;Apocalypse Now;;nm0066740;Richard Beggs;A;;
RICHARD BEGGS;TRUE;Re-Recordists;Sound Department;Apocalypse Now;;nm0066740;Richard Beggs;A;;
RICHARD CANDIB;TRUE;Assistant Film Editors;Editorial Department;Apocalypse Now;;nm0002561;Richard Candib;A;;
RICHARD DIOGUARDI;TRUE;Military Advisors;Additional Crew;Apocalypse Now;;nm0227886;Richard Dioguardi;A;;
RICHARD MARKS;TRUE;Supervising Editor;Editors;Apocalypse Now;;nm0548943;Richard Marks;A;;
ROBERT KNOX;TRUE;AZ Facility Staff;Additional Crew;Apocalypse Now;;nm5961475;Robert Knox;A;;
ROBERT PEITSO;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3986909;Robert Peitso;A;;
ROGER DIETZ;TRUE;Set Artist;Art Department;Apocalypse Now;;nm0226356;Roger Dietz;A;;
ROGILIO De La RAMA;TRUE;Camera Assistants;Camera and Electrical Department;Apocalypse Now;;nm0209362;Rogilio De La Rama;A;;
RON McQUEEN;TRUE;Injured Soldier;Cast;Apocalypse Now;;nm0574360;Ron McQueen;A;;
RUSS CORIN;TRUE;Production Assistants;Additional Crew;Apocalypse Now;;nm0179863;Russ Corin;A;;
SAM BOTTOMS;TRUE;Lance;Cast;Apocalypse Now;;nm0098734;Sam Bottoms;A;;
SAM BOTTOMS;TRUE;;Cast;Apocalypse Now;;nm0098734;Sam Bottoms;A;;
SEAN CULLEN;TRUE;Avid Assistant;Editorial Department;Apocalypse Now;;nm1485322;Sean Cullen;A;;
SHANNON LAIL;TRUE;Co-Produced by;Producers;Apocalypse Now;;nm1199564;Shannon Lail;A;;
SHERRY NISEWANER;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm0632628;Sherry Nisewaner;A;;
SHIRLEY WALKER;TRUE;Synthesists;Music Department;Apocalypse Now;;nm0002980;Shirley Walker;A;;
SKIP WATT;TRUE;Opticals by;Visual Effects;Apocalypse Now;;nm1811989;Skip Watt;A;;
STAN WITT;TRUE;Music Editor;Music Department;Apocalypse Now;;nm0936899;Stan Witt;A;;
STEFAN SEKULA;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3988015;Stefan Sekula;A;;
STEPHEN H. BURUM;TRUE;2nd Unit Director of Photography;Cinematographers;Apocalypse Now;;nm0005664;Stephen H. Burum;A;;
STEVE BOYUM;TRUE;Stuntmen;Stunts;Apocalypse Now;;nm0102434;Steve Boyum;A;;
SUSAN ARNOLD;TRUE;Apprentice Film Editor;Editorial Department;Apocalypse Now;;nm0998597;Susan Arnold;A;;
SUSAN THISTLE;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3987611;Susan Thistle;A;;
TED MARTIN;TRUE;Special Effects Men;Special Effects;Apocalypse Now;;nm0553116;Ted Martin;A;;
TERESA ZALESKA;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm3988075;Teresa Zaleska;A;;
TERRY LIEBLING;TRUE;Casting;Casting Directors;Apocalypse Now;;nm0509490;Terry Liebling;A;;
TODD BOEKELHEIDE;TRUE;Production and Post Production Facilities Furnished Through;Miscellaneous Companies;Apocalypse Now;;nm0091250;Todd Boekelheide;A;;
TOM STERNBERG;TRUE;Co-Produced by;Producers;Apocalypse Now;;nm0827923;Tom Sternberg;A;;
TONY BRANDT;TRUE;Additional Assistant Director;Second Unit Directors or Assistant Directors;Apocalypse Now;;nm0105010;Tony Brandt;A;;
TONY DINGMAN;TRUE;Production Assistants;Additional Crew;Apocalypse Now;;nm0227666;Tony Dingman;A;;
TRACEY SMITH;TRUE;Assistant Film Editors;Editorial Department;Apocalypse Now;;nm0810209;Tracey Smith;A;;
VIC RAMOS;TRUE;Casting;Casting Directors;Apocalypse Now;;nm0708525;Vic Ramos;A;;
VITTORIO STORARO;TRUE;Cinematography by;Cinematographers;Apocalypse Now;;nm0005886;Vittorio Storaro;A;;
WALTER MURCH;TRUE;Editors;Editors;Apocalypse Now;;nm0004555;Walter Murch;A;;
WALTER MURCH;TRUE;Editor;Editors;Apocalypse Now;;nm0004555;Walter Murch;A;;
WALTER MURCH;TRUE;Sound Montage and Design;Sound Department;Apocalypse Now;;nm0004555;Walter Murch;A;;
WALTER MURCH;TRUE;Re-Recordists;Sound Department;Apocalypse Now;;nm0004555;Walter Murch;A;;
WILLIE E. HUNTER;TRUE;Assistant Property Masters;Art Department;Apocalypse Now;;nm0403092;Willie E. Hunter;A;;
YVON LESEAUX;TRUE;Sergeant LeFevre;Cast;Apocalypse Now;;nm1021810;Yvon LeSeaux;A;;
ZAKIR HUSSAIN;TRUE;;Music Department;Apocalypse Now;;nm0403984;Zakir Hussain;A;;
ADAM LUNDGREN;TRUE;Brazhnik;Cast;Chernobyl S01E01;;nm2050806;Adam Lundgren;A;;
ADAM NAGAITIS;TRUE;;Cast;Chernobyl S01E01;;nm1835523;Adam Nagaitis;A;;
ADAM NAGAITIS;TRUE;Vasily Ignatenko;Cast;Chernobyl S01E01;;nm1835523;Adam Nagaitis;A;;
ADOLF WOJTINEK;TRUE;Head of SFX Department Berlin GMBH;Special Effects;Chernobyl S01E01;;nm0937542;Adolf Wojtinek;A;;
ADRIAN DUDAK;TRUE;DMPs;Visual Effects;Chernobyl S01E01;;nm9611207;Adrian Dudak;A;;
